id,text
pubmedqa_215,"Using polymerase chain reaction techniques, we evaluated the presence of HPV infection in human breast milk collected from OTHER_1 HPV-positive and NUMERIC_1 HPV-negative mothers. Of the NUMERIC_2 studied human milk specimens, no 'high-risk' HPV NUMERIC_3, NUMERIC_4, NUMERIC_5, NUMERIC_6, NUMERIC_7, NUMERIC_8, NUMERIC_9, NUMERIC_10, NUMERIC_11, NUMERIC_12, NUMERIC_13 or NUMERIC_13 DNA was detected."
pubmedqa_25,The records of NUMERIC_1 patients with an established diagnosis of age related macular degeneration who had attended a specialist macular clinic between DATE_1 and DATE_2 were scrutinised. A full clinical examination and standardised refraction had been carried out in NUMERIC_2 of these cases on a minimum of NUMERIC_1 occasions. Cases were looked for where an improvement of NUMERIC_2 or more lines of either distance or near acuity was recorded in the eye unaffected by macular disease. In each NUMERIC_2 of these cases the improvement in visual acuity could not be attributed to treatment of other existing pathology. TIME_1 such cases were detected. In NUMERIC_3 of these the eye showing improvement of acuity had a history of amblyopia. The mean improvement in distance and near acuity in amblyopic eyes by TIME_1 months was NUMERIC_3 and NUMERIC_4 lines logMAR respectively. The improvement in acuity generally occurred between NUMERIC_5 and TIME_1 months from baseline and remained stable over the period of follow up.
pubmedqa_72,"The endogenous estradiol metabolite, NUMERIC_1-methoxyestradiol (2ME), has been shown to be a potent inhibitor of cell growth and a strong anti-angiogenic substance. We investigated for the first time whether in vitro combinations of 2ME with various chemotherapeutic compounds DATE_1 result in an additive inhibitory effect on the proliferation of human ovary cancer cells. As a model NUMERIC_1 different human ovary cancer cell lines were used. All cell lines were incubated with equimolar concentrations of 2ME (NUMERIC_2-NUMERIC_3 microM) and the chemotherapeutics epirubicine, doxorubicine, paclitaxel, docetaxel, carboplatin, vinorelbine, NUMERIC_4-fluorouracil and mafosfamide. Proliferation was measured after TIME_1 days using the ATP-chemosensitivity test. For both ovary cancer cell lines a significant additive effect of 2ME with epirubicine and carboplatin was observed at the lower concentration range of these chemotherapeutic substances."
pubmedqa_44,"Studies have shown that schizophrenia patients have motion perception deficit, which was thought to cause eye-tracking abnormality in schizophrenia. However, eye movement closely interacts with motion perception. The known eye-tracking difficulties in schizophrenia patients DATE_1 interact with their motion perception. NUMERIC_1 speed discrimination experiments were conducted in a within-subject design. In experiment NUMERIC_1, the stimulus duration was OTHER_1 msec to minimize the chance of eye-tracking occurrence. In experiment NUMERIC_2, the duration was increased to OTHER_2 msec, increasing the possibility of eye movement intrusion. Regular eye-tracking performance was evaluated in a third experiment. At OTHER_1 msec, speed discrimination thresholds did not differ between schizophrenia patients (n = OTHER_3) and control subjects (n = OTHER_4). At OTHER_2 msec, patients had significantly higher thresholds than control subjects (p = .NUMERIC_3). Furthermore, frequencies of eye tracking during the OTHER_2 msec stimulus were significantly correlated with speed discrimination in control subjects (p = .NUMERIC_4) but not in patients, suggesting that eye-tracking initiation DATE_1 benefit control subjects but not patients. The frequency of eye tracking during speed discrimination was not significantly related to regular eye-tracking performance."
pubmedqa_247,"As part of an MRC funded study into primary care oral anticoagulation management, INR measurements obtained in general practice were validated against values on the same samples obtained in hospital laboratories. A prospective comparative trial was undertaken between NUMERIC_1 hospital laboratories and NUMERIC_2 general practices. All patients attending general practice based anticoagulant clinics had parallel INR estimations performed in general practice and in a hospital laboratory. NUMERIC_1 tests were performed. Comparison between results obtained in the practices and those in the reference hospital laboratory (gold standard), which used the same method of testing for INR, showed a correlation coefficient of NUMERIC_2. Correlation coefficients comparing the results with the various standard laboratory techniques ranged from NUMERIC_3 to NUMERIC_4. It was estimated that up to OTHER_1% of tests would have resulted in clinically significant differences (change in warfarin dose) depending upon the site and method of testing. The practice derived results showed a positive bias ranging from NUMERIC_5 to NUMERIC_6, depending upon the site and method of testing."
pubmedqa_721,"To consider whether the OTHER_1 Index alone provides sufficient information about the long term outcome of stroke. Cross sectional follow up study with a structured interview questionnaire and measures of impairment, disability, handicap, and general health. The scales used were the hospital anxiety and depression scale, mini mental state examination, OTHER_1 index, modified Rankin scale, OTHER_2 handicap scale, OTHER_3 activities index, OTHER_4, OTHER_5 health profile, life satisfaction index, and the caregiver strain index. LOCATION_1 east OTHER_2. People, and their identified carers, resident in LOCATION_1 east OTHER_2 in DATE_1 when they had their first in a life-time stroke aged under AGE_1 years. Observational study. Comparison and correlation of the individual OTHER_1 index scores with the scores on other outcome measures. NUMERIC_1 hundred and NUMERIC_2 NUMERIC_3 (NUMERIC_1%) people were known to be alive, of whom OTHER_6 (NUMERIC_2%) were interviewed. The median age was AGE_2 years (range AGE_3). The mean interval between the stroke and follow up was NUMERIC_3 years. The rank correlation coefficients between the OTHER_1 and the different dimensions of the OTHER_4 ranged from r = NUMERIC_4 (with the role emotional dimension) to r = NUMERIC_5 (with the physical functioning dimension); with the OTHER_5 health profile the range was r = -NUMERIC_6 (with the sleep dimension, NS) to r = -NUMERIC_7 (with the physical mobility dimension); with the hospital and anxiety scale depression component the coefficient was r = -OTHER_7, with the life satisfaction index r = NUMERIC_8, with the OTHER_2 handicap scale r = NUMERIC_9 and with the OTHER_3 activities index r = NUMERIC_10."
pubmedqa_281,"Health services often spend more on safety interventions than seems cost-effective. This study investigates whether the public value safety-related health care improvements more highly than the same improvements in contexts where the health care system is not responsible. An online survey was conducted to elicit the relative importance placed on preventing harms caused by NUMERIC_1) health care (hospital-acquired infections, drug administration errors, injuries to health care staff), NUMERIC_2) individuals (personal lifestyle choices, sports-related injuries), and NUMERIC_3) nature (genetic disorders). Direct valuations were obtained from members of the public by using a person trade-off or ""OTHER_1"" method. Participants were asked to choose between NUMERIC_1 preventative interventions of equal cost and equal health benefit per person for the same number of people, but differing in causation. If participants indicated a preference, their strength of preference was measured by using person trade-off. Responses were obtained from OTHER_2 people, reflecting the sociodemographic mix of the LOCATION_1 population. Participants valued interventions preventing hospital-acquired infections (NUMERIC_4) more highly than genetic disorders (NUMERIC_5), although drug errors were valued similarly to genetic disorders (NUMERIC_6), and interventions to prevent injury to health care staff were given less weight than genetic disorders (OTHER_3). Less weight was also given to interventions related to lifestyle (NUMERIC_7) and sports injuries (NUMERIC_8)."
pubmedqa_893,"The OTHER_1 OTHER_2 NUMERIC_1 is a fluoro-immunoassay that allows detection of specific IgE to NUMERIC_1 molecular components from NUMERIC_2 allergenic sources. We studied the reliability of this technique intra- and inter- assay, as well as inter-batch- and inter-laboratory-assay. NUMERIC_1 samples were studied, NUMERIC_2 sera from polysensitized allergic patients, and the technique calibrator provided by the manufacturer (OTHER_3). We measured the sIgE from OTHER_3 and NUMERIC_3 patients' sera NUMERIC_4 times in the same and in different assays. Furthermore, all samples were tested in NUMERIC_5 laboratories and with NUMERIC_5 batches of OTHER_2 kit. To evaluate the accuracy of OTHER_2 NUMERIC_1, we contrasted the determinations of OTHER_3 calibrator with their expected values by T Student test. To analyse the precision, we calculated the coefficient of variation (CV) of the OTHER_4 allergens that generate the calibration curve, and to analyse the repeatability and the reproducibility, we calculated the intraclass coefficient correlation (ICC) to each allergen. The results obtained for OTHER_3 were similar to those expected in NUMERIC_3 of OTHER_4 allergens that generate the calibration curve, whereas in NUMERIC_4 allergens the results showed significant differences. The mean CV obtained in the OTHER_3 determinations was of NUMERIC_5%, and the variability of sera from patients was of OTHER_5%. The agreement in the intra- and inter-assay analysis was very good to OTHER_6 allergens and good to NUMERIC_6. In the inter-batch analyse, we obtained a very good agreement to OTHER_7 allergens, good to OTHER_8, moderate to NUMERIC_6 allergens, poor to NUMERIC_6, and bad to NUMERIC_7 allergen. In the inter-laboratory analyse, we obtained a very good agreement to OTHER_9 allergens, good to OTHER_10, moderate to NUMERIC_8 and poor to NUMERIC_5 allergens."
pubmedqa_914,"Endometrial polyp is a common cause of abnormal uterine bleeding, but the etiology and pathogenesis remain unclear. Vascular endothelial growth factor (VEGF) is angiogenic, related to thick walled vessels and transforming growth factor-beta1 (TGF-β1) is related to fibrotic tissue, which are characteristics of endometrial polyps. The primary objective of this study was to find out if endometrial polyp formation is associated with increased expression of VEGF or TGF-β1, or both. A secondary objective is to determine if the changes are related to steroid receptor expression. This prospective study compared VEGF and TGF-β1 expression of endometrial polyps and adjacent endometrial tissue in OTHER_1 OTHER_2 women. The comparison of results was separately made for endometrium specimens obtained in the proliferative and secretory phases. The results were correlated with the steroid receptors (estrogen receptor and progesterone receptor) expression. The score of VEGF in glandular cells of endometrial polyps was significantly higher than the score in adjacent endometrium, both in the proliferative phase (P<NUMERIC_1) and the secretory phase (P=NUMERIC_2); the score of VEGF in stromal cells of endometrial polyps was significantly higher than the score in adjacent endometrium only in proliferative phase (P=NUMERIC_3). The score of TGF-β1 in glandular cells of endometrial polyps was significantly higher than the score in adjacent endometrium in proliferative phase (P=NUMERIC_4); whereas the score of TGF-β1 in stromal cells of endometrial polyps was significantly higher than the score in adjacent endometrium, both in the proliferative phase (P=NUMERIC_3) and the secretory phase (P=NUMERIC_5). There was a significant correlation between the expression of steroid receptors and VEGF and TGF-β1 (Spearman's correlation P<NUMERIC_1 and P<NUMERIC_6, respectively)."
pubmedqa_810,"To examine survival with and without a percutaneous endoscopic gastrostomy (PEG) feeding tube using rigorous methods to account for selection bias and to examine whether the timing of feeding tube insertion affected survival. Prospective cohort study. All U.S. nursing homes (NHs). OTHER_1 thousand NUMERIC_1 hundred ninety-NUMERIC_3 NH residents with advanced cognitive impairment from dementia and new problems eating studied between DATE_1 and DATE_2. Survival after development of the need for eating assistance and feeding tube insertion. Of the NUMERIC_1 NH residents (NUMERIC_2% white, mean age AGE_1, NUMERIC_3% with NUMERIC_2 feeding tube risk factor), NUMERIC_4 (NUMERIC_5%) had a feeding tube inserted within NUMERIC_6 year of developing eating problems. After multivariate analysis correcting for selection bias with propensity score weights, no difference was found in survival between the NUMERIC_3 groups (adjusted hazard ratio (AHR) = NUMERIC_7, NUMERIC_8% confidence interval (CI) = NUMERIC_9-NUMERIC_10). In residents who were tube-fed, the timing of PEG tube insertion relative to the onset of eating problems was not associated with survival after feeding tube insertion (AHR = NUMERIC_11, NUMERIC_8% CI = NUMERIC_12-NUMERIC_13, persons with a PEG tube inserted within NUMERIC_6 month of developing an eating problem versus later (NUMERIC_14 months) insertion)."
pubmedqa_244,"The etiology of hemodialysis (HD)-induced hypotension and hypertension remains speculative. There is mounting evidence that endothelin-NUMERIC_1 (ET-NUMERIC_1) DATE_1 play a vital role in these hemodynamic changes. We examined the possible role of intradialytic changes of ET-NUMERIC_1 in the pathogenesis of hypotension and rebound hypertension during HD. The present study included OTHER_1 patients with end-stage renal disease (ESRD) on regular HD. They were divided according to their hemodynamic status during HD into NUMERIC_1 groups (group I had stable intradialytic hemodynamics, group II had dialysis-induced hypotension, and group III had rebound hypertension during HD). In addition, OTHER_2 healthy volunteers were included as a control group. Pulse and blood pressure were monitored before, during (every half hour), and after HD session. ET-NUMERIC_1 level was measured at the beginning, middle, and end of HD. ET-NUMERIC_1 was measured in the control group for comparison. Pre-dialysis levels of ET-NUMERIC_1 were significantly higher in dialysis patients compared to the controls (P<NUMERIC_2); however, they were comparable in the NUMERIC_1 HD groups. The post-dialysis ET-NUMERIC_1 level was not changed significantly in group I compared with predialysis values (OTHER_3 +/- NUMERIC_3 vs. OTHER_4 +/- NUMERIC_4 pg/ml; P = NS), while the ET-NUMERIC_1 concentration decreased significantly in group II and increased in group III in comparison to predialysis values (OTHER_5 +/- NUMERIC_5 vs. OTHER_6 +/- NUMERIC_6; OTHER_7 +/- NUMERIC_7 vs. OTHER_8 +/- NUMERIC_8 pg/ml, respectively; P<NUMERIC_2)."
pubmedqa_822,"Cytokine concentration in pancreatic juice of patients with pancreatic disease is unknown. Secretin stimulation allows endoscopic collection of pancreatic juice secreted into the duodenum. We aimed to evaluate the cytokine concentrations in pancreatic juice of patients with abdominal pain to discriminate presence from absence of pancreatic disease. From DATE_1 NUMERIC_1-DATE_1 NUMERIC_2, consecutive patients with abdominal pain compatible with pancreatic origin were enrolled. Patients underwent upper endoscopy. Intravenous secretin (NUMERIC_3 mug/kg) was given immediately before scope intubation. Pancreatic juice collected from the duodenum was immediately snap-frozen in liquid nitrogen until assays were performed. Pancreatic juice levels of interleukin-NUMERIC_4, interleukin-NUMERIC_5, intercellular adhesion molecule NUMERIC_6, and transforming growth factor-beta NUMERIC_6 were measured by modified enzyme-linked immunosorbent assays. The final diagnosis was made by the primary gastroenterologist on the basis of medical history; laboratory, endoscopic, and imaging studies; and clinical follow-up. Fisher exact test and OTHER_1 rank sum test were used for statistical analysis. Of OTHER_2 patients screened, OTHER_3 met the inclusion criteria. Multivariate analysis revealed that only interleukin-NUMERIC_4 was able to discriminate between normal pancreas and chronic pancreatitis (P = .NUMERIC_7), pancreatic cancer (P = .NUMERIC_8), and the presence of pancreatic diseases (P = .NUMERIC_9). Individual cytokine concentrations were not significantly different in chronic pancreatitis compared with pancreatic cancer."
pubmedqa_321,"A list of telephone numbers of LOCATION_1 hospitals with a radiology department was obtained from the ORGANIZATION_1 College of Radiologists. NUMERIC_1 hundred hospitals were then randomly selected for inclusion in the survey. An NUMERIC_1-item questionnaire was successfully administered to consultant radiologists from NUMERIC_2 departments. Sixty-NUMERIC_1 percent of departments had a named radiologist to report their skeletal surveys, NUMERIC_3% assigned surveys to a random radiologist, and NUMERIC_4% referred them elsewhere. Only NUMERIC_5% of departments had a dedicated paediatric radiologist, thus in a significant proportion of departments (NUMERIC_6%) initial reports on skeletal surveys for physical abuse were provided by non-paediatric radiologists. NUMERIC_2 percent did not have ready access to a paediatric radiology opinion. Sixty-NUMERIC_1 percent thought that the service could be improved. Expert evidence was provided by NUMERIC_7% of respondents. Seventy-three percent would never consider providing expert evidence, even if given adequate radiology and/or legal training."
pubmedqa_643,"The intent of this study was to determine if the use of a single or combination of static foot posture measurements can be used to predict rearfoot, midfoot, and forefoot plantar surface area in individuals with pronated or normal foot types. NUMERIC_1 foot measurements were collected on OTHER_1 individuals (mean age AGE_1 years) with the change in midfoot width used to place subjects in a pronated or normal foot mobility group. Dynamic plantar contact area was collected during walking with a pressure sensor platform. The NUMERIC_1 measures were entered into a stepwise regression analysis to determine the optimal set of measures associated with regional plantar surface area. A NUMERIC_2 variable model was found to describe the relationship between the foot measurements and forefoot plantar contact area (r(NUMERIC_2)=NUMERIC_3, p<NUMERIC_4). A NUMERIC_3 variable model was found to describe the relationship between the foot measurements and midfoot plantar contact area (r(NUMERIC_2)=NUMERIC_5, p<NUMERIC_4) in those individuals with a OTHER_2 or greater change in midfoot width."
pubmedqa_158,"Cyclical pamidronate therapy in a AGE_1 child with skeletal fragility resulted in remodelling of vertebral fractures and improvement in bone mineral density (BMD) at distal radial and spinal sites. The BMD at both sites decreased precipitously within TIME_1 months of stopping treatment, raising the question as to whether bisphosphonates can be stopped in a growing child with skeletal fragility. At age AGE_2 months, a male AGE_3 sustained a low trauma fracture of PRONOUN right femur. Skeletal radiographs revealed generalised osteopenia with multiple vertebral body fractures. PRONOUN was diagnosed with type IV osteogenesis imperfecta; however, no mutations were found in COL1A1 or COL1A2 genes. This case report presents bone densitometry data before, during and after bisphosphonate treatment. Axial QCT was main outcome from NUMERIC_1 years of age; DXA and pQCT were taken after age NUMERIC_2. QCT confirmed that PRONOUN had low spinal trabecular volumetric BMD (Z-score -NUMERIC_3). After NUMERIC_4 years of treatment PRONOUN vertebral fractures had been remodelled and all bone densitometry values (QCT, DXA and pQCT) were within normal range and therefore treatment was discontinued. Shortly after this PRONOUN suffered stress fractures of PRONOUN left mid tibia and at the sclerotic metaphyseal line corresponding to PRONOUN first APD treatment. PRONOUN had marked reduction in spinal trabecular and distal radial vBMD; change in BMAD was less marked."
pubmedqa_977,"To assess Internet use amongst young people to determine whether it would be a practical way to provide sex education and information. Year NUMERIC_1 students (aged AGE_1 years) from LOCATION_1 LOCATION_2 schools were asked to participate in focus groups to discuss the Internet. A series of predefined questions were directed to the whole group to generate debate. Areas explored included: Internet access and site; frequency and purpose of Internet use; websites visited; ideas for a OTHER_1 medicine (OTHER_2) website. Responses were recorded by a hand count or as individual verbal responses. NUMERIC_1 focus groups were held involving NUMERIC_2 students of approximately equal sex distribution. All had access to Internet facilities at school and OTHER_3 (NUMERIC_3%) had access elsewhere. Access was at least once a week by OTHER_4 (NUMERIC_4%) mostly for e-mail, games, chatlines and homework. No NUMERIC_2 accessed for health information. NUMERIC_2 hundred and seventy-nine (NUMERIC_5%) participants said they would use a OTHER_2 website. A 'question line' where they could e-mail questions to a health care professional was of interest to OTHER_5 (NUMERIC_6%) participants."
pubmedqa_429,"To describe clinical characteristics of oral mucoceles/ranulas, with a focus on human immunodeficiency virus (HIV)-related salivary gland diseases. A descriptive and clinical study, with review of patient data. We reviewed OTHER_1 referred cases of oral mucocele. The following anatomical sites were identified: lip, tongue, and floor of the mouth (simple ranulas), as well as plunging ranulas. The age and gender data of the patients with oral mucoceles were recorded. The HIV status of the patients and other information were reviewed. There were OTHER_2 (NUMERIC_1%) males and OTHER_3 (NUMERIC_2%) females. Most patients were below OTHER_2 years of age, with the peak frequency in the first and second decade. Ranula (simple and plunging) represented NUMERIC_3% of the mucocele locations. Mucocele on the lips represented NUMERIC_4%. OTHER_4 (NUMERIC_5%) patients were HIV positive; and OTHER_5% of them had ranulas. OTHER_6 (NUMERIC_6%) patients presented with plunging ranulas; and NUMERIC_7% of them were HIV positive, compared with NUMERIC_1 patients presenting with plunging ranulas in the HIV-negative group. These results strongly suggest that an HIV-positive patient is statistically (P<NUMERIC_8) more at risk of presenting with not only a simple, but also a plunging ranula type."
pubmedqa_941,"Laparoscopic colectomy has developed rapidly with the explosion of technology. In most cases, laparoscopic resection is performed for colorectal cancer. Intraoperative staging during laparoscopic procedure is limited. Laparoscopic ultrasonography (LUS) represents the only real alternative to manual palpation during laparoscopic surgery. We evaluated the diagnostic accuracy of LUS in comparison with preoperative staging and laparoscopy in OTHER_1 patients with colorectal cancer. Preoperative staging included abdominal US, CT, and endoscopic US (for rectal cancer). Laparoscopy and LUS were performed in all cases. Pre- and intraoperative staging were related to definitive histology. Staging was done according to the TNM classification. LUS obtained good results in the evaluation of hepatic metastases, with a sensitivity of NUMERIC_1% versus NUMERIC_2% and NUMERIC_3% by preoperative diagnostic means and laparoscopy, respectively. Nodal metastases were diagnosed with a sensitivity of NUMERIC_4% versus NUMERIC_5% with preoperative staging and NUMERIC_6% with laparoscopy, but the method had a low specificity (NUMERIC_7%). The therapeutic program was changed thanks to laparoscopy and LUS in OTHER_2 cases (OTHER_1%). In NUMERIC_1 cases (NUMERIC_8%), the planned therapeutic approach was changed after LUS alone."
pubmedqa_462,"NUMERIC_1 common causes of cervical myelopathy include degenerative stenosis and ossification of the posterior longitudinal ligament (OPLL). It has been postulated that patients with OPLL have more complications and worse outcomes than those with degenerative stenosis. The authors sought to compare the surgical results of laminoplasty in the treatment of cervical stenosis with myelopathy due to either degenerative changes or segmental OPLL. The authors conducted a retrospective review of OTHER_1 instrumented laminoplasty cases performed at a single institution over a TIME_1 period to treat cervical myelopathy without kyphosis. OTHER_2 of these patients had degenerative cervical stenotic myelopathy ([CSM]; degenerative group), and the remaining OTHER_3 had segmental OPLL (OPLL group). The NUMERIC_1 groups had statistically similar demographic characteristics and number of treated levels (mean NUMERIC_2 surgically treated levels; p>NUMERIC_3). The authors collected perioperative and follow-up data, including radiographic results. The overall clinical follow-up rate was OTHER_4%, and the mean clinical follow-up duration was TIME_2 months. The mean radiographic follow-up rate was OTHER_5%, and the mean length of radiographic follow-up was TIME_3 months. There were no significant differences in the estimated blood loss (EBL) or length of hospital stay (LOS) between the groups (p>NUMERIC_3). The mean EBL and LOS for the degenerative group were OTHER_6 ml and TIME_4 days, respectively. The mean EBL and LOS for the OPLL group were OTHER_7 ml and NUMERIC_4 days, respectively. There was a statistically significant improvement of more than NUMERIC_2 grade in the Nurick score for both groups following surgery (p<NUMERIC_3). The Nurick score improvement was not statistically different between the groups (p>NUMERIC_3). The visual analog scale (VAS) neck pain scores were similar between groups pre- and postoperatively (p>NUMERIC_3). The complication rates were not statistically different between groups either (p>NUMERIC_3). Radiographically, both groups lost extension range of motion (ROM) following laminoplasty, but this change was not statistically significant (p>NUMERIC_3)."
pubmedqa_309,"To report an uncommon association of prostate and lung cancer. The characteristics of both tumors, their association with tumors in other sites and the time of presentation are analyzed. Both tumors were in the advanced stages. Metastatic carcinoma of the prostate was discarded due to the form of presentation."
pubmedqa_697,"To identify gender differences in delay time and the reasons why OTHER_1 Americans delay in seeking medical care for symptoms of acute myocardial infarction (AMI). Cross-sectional. NUMERIC_1 hospitals in the LOCATION_1 Francisco and LOCATION_2 Bay areas. Sixty-one OTHER_1 American men and women diagnosed with an AMI. Prehospital delay time. Median delay time was longer for women compared to men (NUMERIC_1 hours vs NUMERIC_2 hours), although the difference was not significant. Single women delayed longer than single men (P = .NUMERIC_3), and women who were alone when symptoms began delayed longer than women with someone (P = .NUMERIC_3). Women who received advice to seek help or call NUMERIC_4 upon symptom onset had shorter delays compared to women who were not advised to call NUMERIC_4 (P = .NUMERIC_5). Men at home delayed longer than men who experienced their symptoms outside the home (P = .NUMERIC_5). Men with emergency room insurance delayed longer than men without emergency room insurance (P = .NUMERIC_3), and men who took an ambulance to the hospital had shorter delay times than men who took other means of transportation (P = .NUMERIC_6)."
pubmedqa_60,"Voluntary asphyxiation among children, AGE_1, and adolescents by hanging or other means of inducing hypoxia/anoxia to enhance sexual excitement is not uncommon and can lead to unintended death. This study addresses autoerotic asphyxiation (AEA) with the intent of increasing OCCUPATION_1' knowledge of the syndrome and awareness of its typical onset among young patients. AEA is characteristically a clandestine and elusive practice. Provided with relevant information, OCCUPATION_1 can identify the syndrome, demonstrate a willingness to discuss concerns about it, ameliorate distress, and possibly prevent a tragedy. A retrospective study was undertaken of published cases both fatal and nonfatal and included personal communications, referenced citations, clinical experience, and theoretical formulations as to causation. Characteristic AEA manifestations, prevalence, age range, methods of inducing hypoxia/anoxia, and gender weighting are presented. All sources were used as a basis for additional considerations of etiology and possibilities for intervention. AEA can be conceptualized as a personalized, ritualized, and symbolic biopsychosocial drama. It seems to be a reenactment of intense emotional feeling-states involving an identification and sadomasochistic relationship with a female figure. Inept AEA practitioners can miscalculate the peril of the situation that they have contrived and for numerous reasons lose their gamble with death."
pubmedqa_884,"Routine intraoperative frozen section (FS) of sentinel lymph nodes (SLN) can detect metastatic disease, allowing immediate axillary dissection and avoiding the need for reoperation. Routine FS is also costly, increases operative time, and is subject to false-negative results. We examined the benefit of routine intraoperative FS among the first NUMERIC_1 patients at ORGANIZATION_1 Sloan ORGANIZATION_2 ORGANIZATION_3 Center who had SLN biopsy for breast ORGANIZATION_3. We performed SLN biopsy with intraoperative FS in OTHER_1 consecutive breast ORGANIZATION_3 patients, none of whom had a back-up axillary dissection planned in advance. Serial sections and immunohistochemical staining for cytokeratins were performed on all SLN that proved negative on FS. The sensitivity of FS was determined as a function of (NUMERIC_2) tumor size and (NUMERIC_3) volume of metastatic disease in the SLN, and the benefit of FS was defined as the avoidance of a reoperative axillary dissection. The sensitivity of FS ranged from OTHER_2% for patients with Tla to OTHER_3% for patients with T2 cancers. The volume of SLN metastasis was highly correlated with tumor size, and FS was far more effective in detecting macrometastatic disease (sensitivity NUMERIC_4%) than micrometastases (sensitivity NUMERIC_5%). The benefit of FS in avoiding reoperative axillary dissection ranged from NUMERIC_6% for Tla (NUMERIC_7 of OTHER_4) to OTHER_5% for T2 (OTHER_6 of OTHER_7) cancers."
pubmedqa_595,"To investigate whether low-tone SD was a precursor of Meniere's disease and whether patients with low-tone SD suffered from endolymphatic hydrops. This was a retrospective case review in the university hospital. A total of OTHER_1 patients with low-tone SD were divided into NUMERIC_1 groups with single and recurrent episodes. The progress, follow-up audiograms, and ECochG results of the patients were reviewed and compared with those of patients with high-tone SD and Meniere's disease. In all, OTHER_2 of OTHER_3 patients with low-tone SD unaccompanied by vertigo had recurrent hearing loss; OTHER_4 of the OTHER_2 developed vertiginous attacks. The remaining OTHER_5 patients had a single episode. NUMERIC_2 of the NUMERIC_3 patients with low-tone SD accompanied by vertigo had recurrent hearing loss; NUMERIC_1 of the NUMERIC_2 were subsequently confirmed to have Meniere's disease. The other NUMERIC_5 had a single episode. No difference in rate of progress from SD to Meniere's disease was observed among the low-tone and the high-tone SD groups. The average -SP/AP of each group with a single episode is smaller than that of other groups with recurrent episodes and Meniere's disease."
pubmedqa_767,"Recent studies have shown that early antiretroviral therapy (ART) initiation results in significant HIV transmission reduction. This is the rationale behind the ""test and treat"" policy of the ORGANIZATION_1 Health Organization (ORGANIZATION_2). Implementation of this policy will lead to an increased incidence of ART-related adverse effects, especially in sub-Saharan Africa (SSA). Is the region yet ready to cope with such a challenging issue? The introduction and widespread use of ART have drastically changed the natural history of HIV/AIDS, but exposure to ART leads to serious medication-related adverse effects mainly explained by mitochondrial toxicities, and the situation will get worse in the near future. Indeed, ART is associated with an increased risk of developing cardiovascular disease, lipodystrophy, prediabetes and overt diabetes, insulin resistance and hyperlactatemia/lactic acidosis. The prevalence of these disorders is already high in SSA, and the situation will be exacerbated by the implementation of the new ORGANIZATION_2 recommendations. Most SSA countries are characterized by (extreme) poverty, very weak health systems, inadequate and low quality of health services, inaccessibility to existing health facilities, lack of (qualified) health personnel, lack of adequate equipment, inaccessibility and unaffordability of medicines, and heavy workload in a context of a double burden of disease. Additionally, there is dearth of data on the incidence and predictive factors of ART-related adverse effects in SSA, to anticipate on strategies that should be put in place to prevent the occurrence of these conditions or properly estimate the upcoming burden and prepare an adequate response plan. These are required if we are to anticipate and effectively prevent this upcoming burden."
pubmedqa_649,"This study provides the first large-volume (OTHER_1 ORGANIZATION_2) comparison of the deflation rates of ORGANIZATION_1 ORGANIZATION_2 ORGANIZATION_3 prefilled textured saline breast implants versus a control group of ORGANIZATION_4 ORGANIZATION_5 textured saline implants. A consecutive series of OTHER_2 ORGANIZATION_1 ORGANIZATION_2 ORGANIZATION_3 prefilled textured saline breast implants was compared with a consecutive series of OTHER_2 ORGANIZATION_4 ORGANIZATION_5 breast implants. Each breast ORGANIZATION_2 was evaluated for a NUMERIC_1-year period, and the annual deflation rate (number of deflations during a given year divided by the total number of implants) and cumulative deflation rate (cumulative total of deflations through a given year divided by the total number of implants) were recorded. Statistical significance was calculated using the OTHER_3 exact test at year NUMERIC_2 and the OTHER_4 analysis at years NUMERIC_3 through NUMERIC_1. The cumulative deflation rates of the ORGANIZATION_1 ORGANIZATION_2 ORGANIZATION_3 implants was as follows: year NUMERIC_2, OTHER_5 percent; year NUMERIC_3, OTHER_6 percent; year NUMERIC_4, OTHER_7 percent; and year NUMERIC_1, OTHER_8 percent. The cumulative deflation rates of the ORGANIZATION_4 implants was: year NUMERIC_2, OTHER_9 percent; year NUMERIC_3, OTHER_10 percent; year NUMERIC_4, OTHER_11 percent; and year NUMERIC_1, OTHER_12 percent. At year NUMERIC_2, the difference between deflation rates was not statistically significant (OTHER_3 exact test, p>NUMERIC_5). However, at year NUMERIC_3 (OTHER_4, OTHER_13; p<NUMERIC_6), year NUMERIC_4 (OTHER_4, OTHER_14; p<NUMERIC_6), and year NUMERIC_1 (OTHER_4, OTHER_15; p<NUMERIC_6), the difference was statistically significant."
